6489363,0,3.046757,1.63273,2.462293,1.920563,4.57265,4.57265,3.9432,0.0,-0.0,0.99,0,0,-0,0
6489403,0,3.046757,1.63273,2.454751,1.923077,4.573906,4.575163,3.94785,0.0,-0.01,0.99,0,0,-0,0
6489443,0,3.042987,1.631473,2.452237,1.929362,4.555053,4.558824,3.92925,0.01,-0.01,0.99,0,0,-0,0
6489483,0,3.051785,1.639015,2.452237,1.919306,4.573906,4.578934,3.9525,0.0,-0.01,0.99,0,0,-0,0
6489523,0,3.049271,1.623932,2.469834,1.919306,4.571393,4.567622,3.94785,0.01,-0.01,0.99,0,0,-0,0
6489563,0,3.059326,1.625189,2.454751,1.928105,4.586476,4.581448,3.9618,0.01,-0.01,0.99,0,0,-0,0
6489603,0,3.046757,1.636501,2.456008,1.920563,4.571393,4.566365,3.9432,0.01,-0.01,0.99,0,0,-0,0
6489643,0,3.040473,1.628959,2.464807,1.918049,4.577677,4.578934,3.9525,0.01,-0.01,0.99,0,0,-0,0
6489683,0,3.055556,1.63273,2.464807,1.926848,4.566365,4.568879,3.9432,0.01,-0.01,0.99,0,0,-0,0
6489723,0,3.046757,1.636501,2.452237,1.919306,4.575163,4.57265,3.9525,0.01,-0.01,0.99,0,0,-0,0
6489763,0,3.050528,1.630216,2.45098,1.919306,4.573906,4.568879,3.9432,0.01,-0.01,0.99,0,0,-0,0
6489803,0,3.049271,1.63273,2.452237,1.920563,4.581448,4.581448,3.9525,0.01,-0.01,0.99,0,0,-0,0
6489843,0,3.044243,1.633987,2.452237,1.919306,4.570136,4.568879,3.94785,0.01,-0.01,0.99,0,0,-0,0
6489883,0,3.0455,1.630216,2.457265,1.92182,4.571393,4.568879,3.94785,0.0,-0.01,0.99,0,0,-0,0
6489923,0,3.053042,1.630216,2.457265,1.919306,4.570136,4.566365,3.9432,0.0,-0.01,0.99,0,0,-0,0
6489963,0,3.048014,1.639015,2.452237,1.919306,4.580191,4.57642,3.9525,0.0,-0.01,0.99,0,0,-0,0
6490003,0,3.042987,1.630216,2.44721,1.919306,4.568879,4.568879,3.93855,0.0,-0.01,0.99,0,0,-0,0
6490043,0,3.046757,1.627702,2.45098,1.92182,4.57642,4.57642,3.95715,0.0,-0.01,0.99,0,0,-0,0
6490083,0,3.048014,1.631473,2.449723,1.919306,4.571393,4.573906,3.94785,0.01,-0.01,0.99,0,0,-0,0
6490123,0,3.046757,1.627702,2.458522,1.918049,4.578934,4.57642,3.95715,0.01,-0.01,0.99,0,0,-0,0
6490163,0,3.040473,1.631473,2.456008,1.92182,4.571393,4.566365,3.9432,0.01,-0.01,0.99,0,0,-0,0
6490203,0,3.049271,1.636501,2.452237,1.92182,4.581448,4.581448,3.9525,0.01,-0.01,0.99,0,0,-0,0
6490243,0,3.0455,1.630216,2.449723,1.915535,4.567622,4.568879,3.94785,0.01,-0.01,0.99,0,0,-0,0
6490283,0,3.050528,1.631473,2.452237,1.918049,4.570136,4.573906,3.94785,0.0,-0.01,0.99,0,0,-0,0
6490323,0,3.044243,1.628959,2.452237,1.919306,4.57265,4.571393,3.94785,0.0,-0.01,0.99,0,0,-0,0
6490363,0,3.048014,1.636501,2.454751,1.92182,4.573906,4.578934,3.95715,0.0,-0.01,0.99,0,0,-0,0
6490403,0,3.056813,1.63273,2.444696,1.92182,4.573906,4.57265,3.9432,0.0,-0.01,0.99,0,0,-0,0
6490443,0,3.044243,1.631473,2.452237,1.919306,4.581448,4.581448,3.95715,0.0,-0.01,0.99,0,0,-0,0
6490483,0,3.044243,1.630216,2.459779,1.919306,4.571393,4.573906,3.94785,0.0,-0.01,0.99,0,0,-0,0
6490523,0,3.050528,1.631473,2.449723,1.916792,4.57642,4.57642,3.9525,0.0,-0.01,0.99,0,0,-0,0
6490563,0,3.0455,1.630216,2.45098,1.919306,4.568879,4.566365,3.9432,0.0,-0.01,0.99,0,0,-0,0
6490603,0,3.040473,1.630216,2.453494,1.918049,4.573906,4.575163,3.94785,0.0,-0.01,0.99,0,0,-0,0
6490643,0,3.034188,1.631473,2.456008,1.919306,4.57265,4.573906,3.94785,0.0,-0.01,0.99,0,0,-0,0
6490683,0,3.046757,1.633987,2.452237,1.919306,4.57265,4.57642,3.94785,0.0,-0.01,1.0,0,0,-0,0
6490723,0,3.048014,1.627702,2.452237,1.926848,4.570136,4.568879,3.9525,0.0,-0.01,0.99,0,0,-0,0
6490763,0,3.042987,1.625189,2.452237,1.919306,4.573906,4.575163,3.9525,0.01,-0.01,0.99,0,0,-0,0
6490803,0,3.042987,1.633987,2.464807,1.92182,4.57642,4.575163,3.94785,0.01,-0.01,0.99,0,0,-0,0
6490843,0,3.042987,1.623932,2.453494,1.918049,4.573906,4.573906,3.9525,0.01,-0.01,0.99,0,0,-0,0
6490883,0,3.046757,1.640272,2.459779,1.92182,4.573906,4.57642,3.96645,0.0,-0.01,0.99,0,0,-0,0
6490923,0,3.0455,1.631473,2.457265,1.918049,4.580191,4.57642,3.95715,0.0,-0.01,0.99,0,0,-0,0
6490963,0,3.060583,1.628959,2.442182,1.929362,4.567622,4.558824,3.94785,0.0,-0.01,0.99,0,0,-0,0
6491003,0,3.042987,1.636501,2.456008,1.918049,4.583962,4.578934,3.9525,0.01,-0.01,0.99,0,-0,-0,0
6491043,0,3.04173,1.63273,2.456008,1.919306,4.568879,4.568879,3.9432,0.0,-0.01,0.99,0,0,-0,0
6491083,0,3.050528,1.630216,2.452237,1.919306,4.571393,4.573906,3.9525,0.01,-0.01,0.99,0,0,-0,0
6491123,0,3.048014,1.631473,2.459779,1.918049,4.567622,4.563851,3.94785,0.0,-0.01,0.99,0,0,-0,0
6491163,0,3.040473,1.631473,2.456008,1.92182,4.580191,4.568879,3.9525,0.01,-0.01,0.99,0,0,-0,0
6491203,0,3.049271,1.633987,2.453494,1.920563,4.571393,4.570136,3.94785,0.01,-0.01,0.99,0,0,-0,0
6491243,0,3.044243,1.635244,2.457265,1.919306,4.575163,4.578934,3.95715,0.01,-0.01,0.99,0,0,-0,0
6491283,0,3.051785,1.63273,2.454751,1.92182,4.568879,4.573906,3.94785,0.0,-0.01,0.99,0,0,-0,0
6491323,0,3.049271,1.633987,2.454751,1.916792,4.575163,4.575163,3.95715,0.0,-0.01,0.99,0,0,-0,0
6491363,0,3.042987,1.628959,2.46355,1.919306,4.575163,4.57265,3.94785,0.0,-0.01,0.99,0,0,-0,0
6491403,0,3.051785,1.635244,2.458522,1.929362,4.578934,4.577677,3.95715,0.0,-0.01,0.99,0,0,-0,0
6491443,0,3.04173,1.640272,2.456008,1.918049,4.567622,4.566365,3.94785,0.0,-0.01,0.99,0,0,-0,0
6491483,0,3.051785,1.63273,2.456008,1.920563,4.573906,4.578934,3.9525,0.0,-0.0,0.99,0,0,-0,0
6491523,0,3.055556,1.63273,2.459779,1.923077,4.571393,4.570136,3.9525,0.01,-0.01,0.99,0,0,-0,0
6491563,0,3.053042,1.639015,2.452237,1.92182,4.587733,4.585219,3.9525,0.01,-0.01,0.99,0,0,-0,0
6491603,0,3.049271,1.640272,2.457265,1.919306,4.571393,4.571393,3.9432,0.01,-0.01,0.99,0,0,-0,0
6491643,0,3.050528,1.637758,2.458522,1.92182,4.577677,4.578934,3.95715,0.01,-0.0,0.99,0,0,-0,0
6491683,0,3.048014,1.637758,2.456008,1.919306,4.568879,4.571393,3.94785,0.0,-0.01,0.99,0,0,-0,0
